sm_section,option,dimension,indicator,is_city_varying,city_indicator,city_indicator_datasource,sr15_code,sign
Industrial,Industrial CCS,technological,absence_of_risk,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Industrial CCS,institutional,political_acceptability,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Industrial CCS,institutional,legal_admin_acceptability,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Energy efficiency,institutional,institutional_capacity,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Industrial CCS,institutional,institutional_capacity,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Bio-based & circularity,technological,absence_of_risk,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Electrification & hydrogen,technological,absence_of_risk,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,institutional,political_acceptability,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Electrification & hydrogen,institutional,legal_admin_acceptability,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,institutional,institutional_capacity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,institutional,transparency_accountability,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Industrial CCS,institutional,transparency_accountability,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,socio_cultural,social_co_benefits,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,socio_cultural,public_acceptance,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Bio-based & circularity,socio_cultural,inclusiveness,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Energy efficiency,socio_cultural,human_capabilities,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Energy efficiency,environmental,water_use,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Energy efficiency,geophysical,physical_feasibility,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Electrification & hydrogen,geophysical,physical_feasibility,no,(SR1.5 code B: no directional evidence),"",B,0
Industrial,Industrial CCS,socio_cultural,inclusiveness,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,socio_cultural,intergenerational_equity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Industrial CCS,socio_cultural,intergenerational_equity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,socio_cultural,human_capabilities,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Electrification & hydrogen,socio_cultural,human_capabilities,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Industrial CCS,socio_cultural,human_capabilities,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Bio-based & circularity,environmental,air_pollution,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,environmental,air_pollution,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Energy efficiency,environmental,toxic_waste,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,environmental,toxic_waste,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,environmental,toxic_waste,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Industrial CCS,environmental,toxic_waste,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,environmental,water_use,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,environmental,water_use,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Energy efficiency,environmental,biodiversity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Bio-based & circularity,environmental,biodiversity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Electrification & hydrogen,environmental,biodiversity,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Industrial CCS,environmental,biodiversity,no,(SR1.5 code LE: no directional evidence),"",LE,0
Industrial,Electrification & hydrogen,geophysical,limited_land_use,no,(SR1.5 code NE: no directional evidence),"",NE,0
Industrial,Industrial CCS,geophysical,limited_land_use,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — BECCS, DACCS",BECCS,economic,distributional_effects,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — BECCS, DACCS",BECCS,technological,maturity,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — BECCS, DACCS",BECCS,socio_cultural,social_co_benefits,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — BECCS, DACCS",BECCS,institutional,transparency_accountability,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — BECCS, DACCS",DACCS,institutional,transparency_accountability,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — BECCS, DACCS",BECCS,socio_cultural,inclusiveness,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — BECCS, DACCS",DACCS,socio_cultural,inclusiveness,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — BECCS, DACCS",BECCS,socio_cultural,intergenerational_equity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — BECCS, DACCS",DACCS,socio_cultural,intergenerational_equity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — BECCS, DACCS",BECCS,geophysical,physical_feasibility,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,economic,distributional_effects,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,economic,employment_productivity,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,technological,technical_scalability,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Enhanced weathering,technological,technical_scalability,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Enhanced weathering,economic,distributional_effects,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,economic,employment_productivity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,institutional,institutional_capacity,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,institutional,transparency_accountability,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,socio_cultural,public_acceptance,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,socio_cultural,inclusiveness,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,technological,simplicity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,technological,simplicity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,technological,simplicity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,technological,absence_of_risk,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,technological,absence_of_risk,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,technological,absence_of_risk,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,institutional,political_acceptability,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,institutional,political_acceptability,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,institutional,political_acceptability,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,institutional,institutional_capacity,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,institutional,institutional_capacity,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,institutional,transparency_accountability,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,institutional,transparency_accountability,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,socio_cultural,social_co_benefits,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,socio_cultural,social_co_benefits,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,socio_cultural,public_acceptance,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,socio_cultural,inclusiveness,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,socio_cultural,inclusiveness,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,environmental,air_pollution,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,environmental,water_use,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,environmental,biodiversity,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,geophysical,physical_feasibility,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,geophysical,physical_feasibility,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,socio_cultural,human_capabilities,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,socio_cultural,human_capabilities,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,socio_cultural,human_capabilities,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,environmental,toxic_waste,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,environmental,toxic_waste,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,environmental,water_use,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,environmental,biodiversity,no,(SR1.5 code NE: no directional evidence),"",NE,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,geophysical,global_spread,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Soil carbon sequestration & biochar,geophysical,global_spread,no,(SR1.5 code B: no directional evidence),"",B,0
"CDR — afforestation, soil, weathering",Afforestation & reforestation,geophysical,limited_scarce_resources,no,(SR1.5 code LE: no directional evidence),"",LE,0
"CDR — afforestation, soil, weathering",Enhanced weathering,geophysical,limited_scarce_resources,no,(SR1.5 code LE: no directional evidence),"",LE,0
