mapping_id,action_id,action_name,action_definition,sector,component,eligibility,eligibility_rationale,mapping_indicator_ids,mapping_indicator_names,indicator_evidence_coverage,effectiveness_class,source_sufficiency,time_horizon,maladaptation_flag,assessment_basis,screening_status,screened_source_count,mapping_review_status,mapping_review_note,evidence_id,source_id,source_title,source_url,pdf_page,printed_page,quote_verbatim,evidence_grounding_status,evidence_grounding_note,evidence_indicator_ids,evidence_indicator_names,direction,quantified_value,support_scope,maladaptation_signal,evidence_review_status,evidence_review_note
map_81b4b6222fa865c8,ipcc_0097,Upgrade food storage and distribution for climate resilience,"Strengthen local food systems by improving storage and distribution infrastructure to reduce losses and enhance resilience to climate impacts. Municipal governments can invest in public facilities such as cool storage units, silos, and warehouses, while upgrading logistics to handle perishable goods more efficiently. By supporting local markets, optimizing distribution networks, and facilitating access to reliable storage for producers and vendors, cities can improve food security, reduce waste, and ensure stable food availability during crises and extreme events.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_54ebfd5bcf11e57e,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Susceptibility of agricultural productivity, Homogeneity of agricultural production, Irrigation susceptibility, Agriculture and water availability, Agricultural areas with low agricultural potential, Agricultural areas with soil susceptible to erosion, Water deficit, Vegetation cover losses, Storage capacity, Diversity of revenues, Ultra-processed food commercial establishments, Municipalities without a basic food supply network, Food and nutritional insecurity, Child malnutrition, Overweight and obesity, Food safety instruments, National school feeding program (PNAE), Food Acquisition Program (PAA), Scope of the family allowance program, Households with high per capita income. Evidence determines whether the effect is demonstrated and in which direction.",5016 | 5018 | 5019 | 5021 | 5022 | 5023 | 5024 | 5025 | 5036 | 5038 | 5065 | 5066 | 5067 | 5068 | 5070 | 5072 | 5073 | 5074 | 5077 | 5079,Susceptibility of agricultural productivity | Homogeneity of agricultural production | Irrigation susceptibility | Agriculture and water availability | Agricultural areas with low agricultural potential | Agricultural areas with soil susceptible to erosion | Water deficit | Vegetation cover losses | Storage capacity | Diversity of revenues | Ultra-processed food commercial establishments | Municipalities without a basic food supply network | Food and nutritional insecurity | Child malnutrition | Overweight and obesity | Food safety instruments | National school feeding program (PNAE) | Food Acquisition Program (PAA) | Scope of the family allowance program | Households with high per capita income,partial (11/20; missing 5016 | 5018 | 5019 | 5021 | 5022 | 5023 | 5024 | 5025 | 5038),medium,broad,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_c5443b6dce63fdf1,FS_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability (AR6 WGII), Chapter 5: Food, Fibre and Other Ecosystem Products",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_Chapter05.pdf,89,801,"Integrated multi-sectoral strategies that incorporate social protection are effective adaptation responses (high confidence). Social protection programmes, such as cash transfers, weather index insurance and asset-building activities such as well construction, can support short-term responses to acute food insecurity in response to extreme events but can also build adaptive capacity longer term.",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,5067 | 5068 | 5072 | 5073 | 5074 | 5077 | 5079,Food and nutritional insecurity | Child malnutrition | Food safety instruments | National school feeding program (PNAE) | Food Acquisition Program (PAA) | Scope of the family allowance program | Households with high per capita income,supports,,whole_action,false,proposed,
map_54ebfd5bcf11e57e,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Susceptibility of agricultural productivity, Homogeneity of agricultural production, Irrigation susceptibility, Agriculture and water availability, Agricultural areas with low agricultural potential, Agricultural areas with soil susceptible to erosion, Water deficit, Vegetation cover losses, Storage capacity, Diversity of revenues, Ultra-processed food commercial establishments, Municipalities without a basic food supply network, Food and nutritional insecurity, Child malnutrition, Overweight and obesity, Food safety instruments, National school feeding program (PNAE), Food Acquisition Program (PAA), Scope of the family allowance program, Households with high per capita income. Evidence determines whether the effect is demonstrated and in which direction.",5016 | 5018 | 5019 | 5021 | 5022 | 5023 | 5024 | 5025 | 5036 | 5038 | 5065 | 5066 | 5067 | 5068 | 5070 | 5072 | 5073 | 5074 | 5077 | 5079,Susceptibility of agricultural productivity | Homogeneity of agricultural production | Irrigation susceptibility | Agriculture and water availability | Agricultural areas with low agricultural potential | Agricultural areas with soil susceptible to erosion | Water deficit | Vegetation cover losses | Storage capacity | Diversity of revenues | Ultra-processed food commercial establishments | Municipalities without a basic food supply network | Food and nutritional insecurity | Child malnutrition | Overweight and obesity | Food safety instruments | National school feeding program (PNAE) | Food Acquisition Program (PAA) | Scope of the family allowance program | Households with high per capita income,partial (11/20; missing 5016 | 5018 | 5019 | 5021 | 5022 | 5023 | 5024 | 5025 | 5038),medium,broad,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_d7c3971e0faca790,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,https://documents1.worldbank.org/curated/en/645981468189237140/pdf/100046-WP-PUBLIC-dislcose-7am-10-8-15-Box393216B.pdf,12,10,"Reducing food waste and food loss is key for boosting the CSA triple win by raising the overall food system productivity while delivering greater resilience and lower emissions by using less land, forests, and water resources.",verified_ordered,Ordered token coverage on the cited PDF page is 97.2%.,5036 | 5065 | 5066 | 5067 | 5070 | 5072,Storage capacity | Ultra-processed food commercial establishments | Municipalities without a basic food supply network | Food and nutritional insecurity | Overweight and obesity | Food safety instruments,supports,,partial_action,false,proposed,
map_0e64bea2571e79fc,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_30f98615cfb37e1f,ipcc_0099,Increase Water Capture and Storage,"Implementation of water harvesting and storage solutions, such as on-farm ponds, water body revitalization, rain gardens, bioswales, retention ponds, pumped storage, and water storage tanks. These measures aim to mitigate climate-induced impacts by improving water management, reducing stormwater runoff, improving water quality, and supporting agriculture and energy production in changing climate scenarios. Water reservoirs and multipurpose dams offer additional benefits by addressing water scarcity and managing risks associated with natural disasters. These adaptation strategies contribute to sustainable water use and resilience to climate-related challenges.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Irrigation susceptibility, Agriculture and water availability, Water deficit, cistern program, Cistern program service. Evidence determines whether the effect is demonstrated and in which direction.",5019 | 5021 | 5024 | 5029 | 5076,Irrigation susceptibility | Agriculture and water availability | Water deficit | cistern program | Cistern program service,complete (5/5),low,moderate,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_a95986dd249f3116,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,https://documents1.worldbank.org/curated/en/645981468189237140/pdf/100046-WP-PUBLIC-dislcose-7am-10-8-15-Box393216B.pdf,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,5019 | 5021 | 5024 | 5029 | 5076,Irrigation susceptibility | Agriculture and water availability | Water deficit | cistern program | Cistern program service,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,proposed,
map_e8ff513b8d8c2abf,ipcc_0099,Increase Water Capture and Storage,"Implementation of water harvesting and storage solutions, such as on-farm ponds, water body revitalization, rain gardens, bioswales, retention ponds, pumped storage, and water storage tanks. These measures aim to mitigate climate-induced impacts by improving water management, reducing stormwater runoff, improving water quality, and supporting agriculture and energy production in changing climate scenarios. Water reservoirs and multipurpose dams offer additional benefits by addressing water scarcity and managing risks associated with natural disasters. These adaptation strategies contribute to sustainable water use and resilience to climate-related challenges.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_a1d0179b96e9da76,ipcc_0100,Improve Efficient water use/demand,"Implementing advanced irrigation techniques such as precision and drip irrigation to enhance water use efficiency in agriculture. Managed Aquifer Recharge (MAR) is applied to replenish groundwater supplies using stormwater, treated wastewater, or other sources. These actions are complemented by cooperative policies across multiple sectors to ensure sustainable water resource management, equitable access, and regional collaboration. Additionally, promoting changes in water consumption patterns, such as reducing waste and improving efficiency in urban and agricultural water use, supports resilience against water scarcity and enhances adaptive capacity in vulnerable regions. These efforts collectively aim to address the growing demand for freshwater in the face of climate change and ensure long-term sustainability.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Irrigation susceptibility, Agriculture and water availability, Water deficit, Technical guidance, Direct source water shortage. Evidence determines whether the effect is demonstrated and in which direction.",5019 | 5021 | 5024 | 5032 | 5063,Irrigation susceptibility | Agriculture and water availability | Water deficit | Technical guidance | Direct source water shortage,complete (5/5),medium,moderate,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_08007abbc18eca7e,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,https://documents1.worldbank.org/curated/en/645981468189237140/pdf/100046-WP-PUBLIC-dislcose-7am-10-8-15-Box393216B.pdf,14,12,"Switching from flood irrigation to alternative wetting and drying of plots has reduced input costs by 20 percent, raised productivity by 5–10 percent, and significantly cut methane emissions and water use. Science, technology, outreach, training, and extension services for farmers and cooperatives through Farmer Field Schools; increased availability of certified seed; and better irrigation management techniques helped deliver the technology at large scale.",verified_ordered,Ordered token coverage on the cited PDF page is 95.3%.,5019 | 5021 | 5024 | 5032 | 5063,Irrigation susceptibility | Agriculture and water availability | Water deficit | Technical guidance | Direct source water shortage,supports,20% lower input costs; 5–10% higher productivity; reduced water use,whole_action,false,proposed,
map_1d30c1e4a894af4d,ipcc_0100,Improve Efficient water use/demand,"Implementing advanced irrigation techniques such as precision and drip irrigation to enhance water use efficiency in agriculture. Managed Aquifer Recharge (MAR) is applied to replenish groundwater supplies using stormwater, treated wastewater, or other sources. These actions are complemented by cooperative policies across multiple sectors to ensure sustainable water resource management, equitable access, and regional collaboration. Additionally, promoting changes in water consumption patterns, such as reducing waste and improving efficiency in urban and agricultural water use, supports resilience against water scarcity and enhances adaptive capacity in vulnerable regions. These efforts collectively aim to address the growing demand for freshwater in the face of climate change and ensure long-term sustainability.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_d0f670c1e1525367,ipcc_0101,Improve urban water management,"Implementing sustainable water supply systems by constructing irrigation infrastructure, promoting inter-basin water transfers, utilizing nature-based solutions (NBS) such as rain gardens, bioswales, and wetlands, and integrating advanced techniques like water reuse and water upgrading. Water reuse involves treating and recycling wastewater for non-potable or potable purposes, while water upgrading focuses on improving the quality of available water for diverse uses. These approaches enhance stormwater infiltration, improve urban water management, increase drought resilience, and support groundwater recharge. They provide energy-efficient and economical water solutions while maintaining sustainable urban development.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Direct source water shortage, Compromised water quality, Occurrence of diseases related to inadequate environmental sanitation, Cistern program service. Evidence determines whether the effect is demonstrated and in which direction.",5063 | 5064 | 5069 | 5076,Direct source water shortage | Compromised water quality | Occurrence of diseases related to inadequate environmental sanitation | Cistern program service,partial (3/4; missing 5069),low,moderate,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_e59329f775368b96,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,https://documents1.worldbank.org/curated/en/645981468189237140/pdf/100046-WP-PUBLIC-dislcose-7am-10-8-15-Box393216B.pdf,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,5063 | 5064 | 5076,Direct source water shortage | Compromised water quality | Cistern program service,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,proposed,
map_71068617d5de0869,ipcc_0101,Improve urban water management,"Implementing sustainable water supply systems by constructing irrigation infrastructure, promoting inter-basin water transfers, utilizing nature-based solutions (NBS) such as rain gardens, bioswales, and wetlands, and integrating advanced techniques like water reuse and water upgrading. Water reuse involves treating and recycling wastewater for non-potable or potable purposes, while water upgrading focuses on improving the quality of available water for diverse uses. These approaches enhance stormwater infiltration, improve urban water management, increase drought resilience, and support groundwater recharge. They provide energy-efficient and economical water solutions while maintaining sustainable urban development.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_297a14041432b912,ipcc_0102,Facilitate seasonal and temporary mobility strategies,"Facilitating mobility of fishing fleets and workers to adapt to shifting marine species distributions caused by climate change. This includes enabling seasonal or temporary migration to align with the availability of resources, improving infrastructure and technology to support mobility, and fostering flexible governance to manage transboundary resources sustainably. These actions aim to maintain livelihoods and reduce economic impacts of climate variability.",food_security,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Food Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_492aaee446602b4f,ipcc_0102,Facilitate seasonal and temporary mobility strategies,"Facilitating mobility of fishing fleets and workers to adapt to shifting marine species distributions caused by climate change. This includes enabling seasonal or temporary migration to align with the availability of resources, improving infrastructure and technology to support mobility, and fostering flexible governance to manage transboundary resources sustainably. These actions aim to maintain livelihoods and reduce economic impacts of climate variability.",food_security,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Population density, Total population. Evidence determines whether the effect is demonstrated and in which direction.",5080 | 5081,Population density | Total population,none (0/2; missing 5080 | 5081),none_demonstrated,none,5-10 years,false,proposed_evidence,complete,11,proposed,,,,,,,,,,,,,,,,,,
map_e8a5d2d1d46b705a,ipcc_0103,Strengthen cooperative climate governance,"Enhancing cooperative governance through transboundary fishing agreements and inclusive ocean governance. This involves participatory approaches, structured decision-making tools, and decentralized frameworks that couple top-down management with community-driven initiatives. Additional strategies include collective water management systems to optimize resource use under climate-induced variability, indigenous water-sharing systems rooted in traditional practices to ensure sustainable and equitable resource allocation, and enforcing the land rights of Indigenous populations to protect biodiversity and cultural heritage. Adaptive co-management in Arctic fisheries integrates local and scientific knowledge to address climate impacts on marine resources. The international compact on migration fosters orderly and safe migration as an adaptive response to climate risks, and policies for adaptive governance promote ecosystem-based solutions, legal frameworks, and institutional adaptations to enhance resilience to climate change. These combined measures address geopolitical complexities, ensure equitable resource distribution, and strengthen resilience to climate-induced hazards.",food_security,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Investment in agrarian and environmental management policies, Associativism, Stability of agrarian conflicts, Federal investment per capita, Food safety instruments, PAA suppliers classified as “traditional peoples and communities”. Evidence determines whether the effect is demonstrated and in which direction.",5026 | 5033 | 5035 | 5071 | 5072 | 5075,Investment in agrarian and environmental management policies | Associativism | Stability of agrarian conflicts | Federal investment per capita | Food safety instruments | PAA suppliers classified as “traditional peoples and communities”,partial (4/6; missing 5035 | 5075),low,moderate,5-10 years,false,proposed_evidence,complete,11,proposed,,ev_69ce970e325dcaa1,FS_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability (AR6 WGII), Chapter 5: Food, Fibre and Other Ecosystem Products",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_Chapter05.pdf,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,5026 | 5033 | 5071 | 5072,Investment in agrarian and environmental management policies | Associativism | Federal investment per capita | Food safety instruments,supports,,partial_action,false,proposed,
map_b3261ac21d7af9be,ipcc_0103,Strengthen cooperative climate governance,"Enhancing cooperative governance through transboundary fishing agreements and inclusive ocean governance. This involves participatory approaches, structured decision-making tools, and decentralized frameworks that couple top-down management with community-driven initiatives. Additional strategies include collective water management systems to optimize resource use under climate-induced variability, indigenous water-sharing systems rooted in traditional practices to ensure sustainable and equitable resource allocation, and enforcing the land rights of Indigenous populations to protect biodiversity and cultural heritage. Adaptive co-management in Arctic fisheries integrates local and scientific knowledge to address climate impacts on marine resources. The international compact on migration fosters orderly and safe migration as an adaptive response to climate risks, and policies for adaptive governance promote ecosystem-based solutions, legal frameworks, and institutional adaptations to enhance resilience to climate change. These combined measures address geopolitical complexities, ensure equitable resource distribution, and strengthen resilience to climate-induced hazards.",food_security,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Food Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_1721a25016231c1a,ipcc_0104,Plan and support permanent climate‑related migration,"Resettlement of communities from flood-prone areas and rural–urban migration as a strategy to mitigate vulnerabilities caused by climate change. This includes addressing urbanization challenges, such as unplanned development, water insecurity, and socioeconomic disparities, while providing equitable opportunities for migrants in urban centers. Measures include enhancing urban planning, water resource management, and social support systems for displaced populations.",food_security,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Food Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_0f550866848d9489,ipcc_0104,Plan and support permanent climate‑related migration,"Resettlement of communities from flood-prone areas and rural–urban migration as a strategy to mitigate vulnerabilities caused by climate change. This includes addressing urbanization challenges, such as unplanned development, water insecurity, and socioeconomic disparities, while providing equitable opportunities for migrants in urban centers. Measures include enhancing urban planning, water resource management, and social support systems for displaced populations.",food_security,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Population density, Total population. Evidence determines whether the effect is demonstrated and in which direction.",5080 | 5081,Population density | Total population,none (0/2; missing 5080 | 5081),none_demonstrated,none,5-10 years,false,proposed_evidence,complete,11,proposed,,,,,,,,,,,,,,,,,,
map_d59a4827906a01b2,c40_0046,Strengthen coastal protection infrastructure,"Strengthen coastal protection infrastructure strategies include the construction of sea walls and protective structures to mitigate the impact of rising sea levels and coastal erosion. This adaptation measure enhances the resilience of coastal areas and protects communities from the impacts of climate change. Crucially, these interventions must be developed through an integrated coastal management framework, prioritizing nature-based solutions where feasible, to avoid negative downstream effects and ensure equitable protection for all vulnerable communities.",geohydrological_disasters,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Geohydrological Disasters vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_1049d01ef3638c9a,c40_0046,Strengthen coastal protection infrastructure,"Strengthen coastal protection infrastructure strategies include the construction of sea walls and protective structures to mitigate the impact of rising sea levels and coastal erosion. This adaptation measure enhances the resilience of coastal areas and protects communities from the impacts of climate change. Crucially, these interventions must be developed through an integrated coastal management framework, prioritizing nature-based solutions where feasible, to avoid negative downstream effects and ensure equitable protection for all vulnerable communities.",geohydrological_disasters,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Geohydrological Disasters exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_8636723ebea56a86,c40_0048,Upgrade urban drainage systems,"""Upgrade urban drainage systems"" involves eco-engineering solutions to enhance drainage systems, through capacity upgrade and network expansion. This adaptation measure aims to improve urban resilience by minimizing the impact of extreme weather events such as flooding.",geohydrological_disasters,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Actions to reduce risk, Drainage. Evidence determines whether the effect is demonstrated and in which direction.",60062 | 60078,Actions to reduce risk | Drainage,complete (2/2),medium,limited,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_0228f981e75aa503,GS_SRC_004,Manual para Apresentação de Propostas para Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais,https://www.gov.br/mdr/pt-br/assuntos/emendasparlamentares/acao_10SG_drenagem_urbana.pdf,5,5,"A ação de apoio a Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais do Programa Gestão de Riscos e Desastres objetiva apoiar a redução do risco de desastres naturais em municípios críticos a partir do planejamento e da execução de obras, em articulação com as políticas de desenvolvimento urbano, de uso e ocupação do solo e de gestão das respectivas bacias hidrográficas, com foco na gestão sustentável da drenagem urbana, por meio de ações estruturais e não-estruturais dirigidas à recuperação de áreas úmidas, à prevenção, ao controle e à minimização dos impactos provocados por alagamentos, enchentes e inundações urbanas e ribeirinhas.",verified_exact,Normalized quote occurs on the cited PDF page.,60062 | 60078,Actions to reduce risk | Drainage,supports,,partial_action,false,proposed,
map_8636723ebea56a86,c40_0048,Upgrade urban drainage systems,"""Upgrade urban drainage systems"" involves eco-engineering solutions to enhance drainage systems, through capacity upgrade and network expansion. This adaptation measure aims to improve urban resilience by minimizing the impact of extreme weather events such as flooding.",geohydrological_disasters,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Actions to reduce risk, Drainage. Evidence determines whether the effect is demonstrated and in which direction.",60062 | 60078,Actions to reduce risk | Drainage,complete (2/2),medium,limited,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_b906ed3f14885f36,GS_SRC_004,Manual para Apresentação de Propostas para Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais,https://www.gov.br/mdr/pt-br/assuntos/emendasparlamentares/acao_10SG_drenagem_urbana.pdf,9,9,"Os projetos deverão quantificar o número de famílias e edificações beneficiadas que sairão da área de risco de alagamentos para o cenário projetado após a execução das obras de drenagem propostas, por meio da apresentação de mapas que apresentem as manchas de inundação para diferentes Tempos de Retorno (TR), para situação antes e após a execução da intervenção na área proposta.",verified_exact,Normalized quote occurs on the cited PDF page.,60062 | 60078,Actions to reduce risk | Drainage,supports,,whole_action,false,proposed,
map_e7eeac2e02902b77,c40_0048,Upgrade urban drainage systems,"""Upgrade urban drainage systems"" involves eco-engineering solutions to enhance drainage systems, through capacity upgrade and network expansion. This adaptation measure aims to improve urban resilience by minimizing the impact of extreme weather events such as flooding.",geohydrological_disasters,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Geohydrological Disasters exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_eb52ff04db04271d,c40_0049,Build and maintain shelters for critical climate hazards,"""Build and maintain shelters for critical climate hazards"" involves building and maintaining shelters in high-risk areas to protect residents during extreme weather events such as floods, cyclones, storms, landslides, extreme heat events or other critical climate hazards. Shelters should meet resilient design standards, including wind- and flood-resistant construction, and be strategically located to maximize accessibility for vulnerable populations. Where possible, shelters can serve multipurpose roles as schools or community centers. Clear funding mechanisms and defined responsibilities for operations and maintenance are essential to ensure long-term reliability and effectiveness.",geohydrological_disasters,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Actions to reduce risk, Contingency plan, Actions to reduce risk, Contingency plan. Evidence determines whether the effect is demonstrated and in which direction.",60022 | 60024 | 60062 | 60064,Actions to reduce risk | Contingency plan | Actions to reduce risk | Contingency plan,partial (2/4; missing 60024 | 60064),low,moderate,<5 years,false,proposed_evidence,complete,10,proposed,,ev_e9549678911bd26c,GS_SRC_008,Making Cities Resilient 2030 (MCR2030): Initial Proposal,https://mcr2030.undrr.org/sites/default/files/2021-04/MCR2030%20in%20English%20ver.2%20%2820210302%29.pdf?startDownload=true,2,2,"Strategic Objective 2. Strengthen cities' capacity to develop local strategies/plans to enhance resilience; by: improving their self-assessment and diagnostic skills; providing relevant training and tools for strategic planning to reduce disaster and climate risks and for risk-informed development. Strategic Objective 3. Support cities to implement local strategies/plans to enhance resilience; by: providing access to finance for supporting DRR, climate change adaptation and to implement resilience initiatives; improving the ability of local authorities to plan, design, build and manage resilient infrastructure; improving the capacity of local authorities to use nature-based solutions and seek innovative approach to address local resilience.",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,60022 | 60062,Actions to reduce risk | Actions to reduce risk,supports,,partial_action,false,proposed,
map_e1a1c2e14054fa66,c40_0049,Build and maintain shelters for critical climate hazards,"""Build and maintain shelters for critical climate hazards"" involves building and maintaining shelters in high-risk areas to protect residents during extreme weather events such as floods, cyclones, storms, landslides, extreme heat events or other critical climate hazards. Shelters should meet resilient design standards, including wind- and flood-resistant construction, and be strategically located to maximize accessibility for vulnerable populations. Where possible, shelters can serve multipurpose roles as schools or community centers. Clear funding mechanisms and defined responsibilities for operations and maintenance are essential to ensure long-term reliability and effectiveness.",geohydrological_disasters,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Geohydrological Disasters exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_a5817aeebb412c52,c40_0051,Provide public shading in heat hotspots,"""Provide public shading in heat hotspots"" involves the implementation of shade structures in public spaces, such as shade sails and canopies, and drought-tolerant trees, contributing to eco-engineering efforts. This adaptation measure enhances outdoor comfort, reduces heat stress, and promotes sustainable urban design.",geohydrological_disasters,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Geohydrological Disasters vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
