action_id,action_name,cost_band,prep_complexity,locode,name,cod_mun,uf,capag,credit_screen,finance_push_score,finance_push_bucket,funding_gap,routes_open,own_city_awards_any,own_city_awards_matched,own_city_award_detail,state_matched_awards,national_matched_awards,national_matched_median_brl,options_available
icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),medium,high,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B E,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),2,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),medium,high,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,2,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),medium,high,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B E,3,2,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$11.0M); Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$13.8M),10,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),medium,high,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,"Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M); COFIEX — BIRD: Promoção da Sustentabilidade Urbana, Ambiental e Fiscal de Fortaleza (R$194.8M)",3,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),medium,high,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B E,2,1,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M),8,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B E,1,1,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),6,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B E,0,0,,3,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR RIO,Rio de Janeiro,3304557,RJ,B,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Rio De Janeiro (R$150.0M),10,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B E,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),2,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,2,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B E,3,2,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$11.0M); Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$13.8M),10,103,8579208.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,"Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M); COFIEX — BIRD: Promoção da Sustentabilidade Urbana, Ambiental e Fiscal de Fortaleza (R$194.8M)",3,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0184,Upgrade Slope stabilization and drainage,medium,high,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B E,2,1,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M),8,103,8579208.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B,1,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),0,0,,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)"
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B,0,0,,0,0,,Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR RIO,Rio de Janeiro,3304557,RJ,B,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Rio De Janeiro (R$150.0M),0,0,,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)"
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),0,0,,Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,0,0,,Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B,3,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$11.0M); Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$13.8M); Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Petropolis (R$50.0M),0,0,,Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B,2,0,"Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M); COFIEX — BIRD: Promoção da Sustentabilidade Urbana, Ambiental e Fiscal de Fortaleza (R$194.8M)",0,0,,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)"
icare_0185,Improve Creation of An Epidemiological Intelligence Center,medium,medium,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B,2,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M); COFIEX — CAF: Desenvolvimento e Mobilidade Urbana de Camaragibe (R$50.0M),0,0,,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)"
icare_0186,Implement integrated coastal zone management,medium,medium,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B E,1,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),13,217,32818739.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0186,Implement integrated coastal zone management,medium,medium,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B E,0,0,,8,217,32818739.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0186,Implement integrated coastal zone management,medium,medium,BR RIO,Rio de Janeiro,3304557,RJ,B,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,1,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Rio De Janeiro (R$150.0M),20,217,32818739.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0186,Implement integrated coastal zone management,medium,medium,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B E,1,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),31,217,32818739.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0186,Implement integrated coastal zone management,medium,medium,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,31,217,32818739.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0186,Implement integrated coastal zone management,medium,medium,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B E,3,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Petropolis (R$50.0M),20,217,32818739.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0186,Implement integrated coastal zone management,medium,medium,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,2,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M),8,217,32818739.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0186,Implement integrated coastal zone management,medium,medium,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M); COFIEX — CAF: Desenvolvimento e Mobilidade Urbana de Camaragibe (R$50.0M),9,217,32818739.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B E,1,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),13,222,31714457.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B E,0,0,,8,222,31714457.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR RIO,Rio de Janeiro,3304557,RJ,B,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,1,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Rio De Janeiro (R$150.0M),20,222,31714457.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B E,1,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),33,222,31714457.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,33,222,31714457.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B E,3,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Petropolis (R$50.0M),20,222,31714457.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,2,1,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M),8,222,31714457.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.",medium,medium,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M); COFIEX — CAF: Desenvolvimento e Mobilidade Urbana de Camaragibe (R$50.0M),9,222,31714457.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0078,Implement green roofs and walls,high,high,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B E,1,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),0,72,16925456.0,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0078,Implement green roofs and walls,high,high,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B E,0,0,,0,72,16925456.0,Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
ipcc_0078,Implement green roofs and walls,high,high,BR RIO,Rio de Janeiro,3304557,RJ,B,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Rio De Janeiro (R$150.0M),0,72,16925456.0,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0078,Implement green roofs and walls,high,high,BR BCA,Barcarena,1501303,PA,n.d.,credit_screen_unknown,10,extensive,needs_external_cofinance,A-grant B E,1,0,Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Barcarena (R$13.4M),35,72,16925456.0,Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
ipcc_0078,Implement green roofs and walls,high,high,BR CMA,Cametá,1502103,PA,C,credit_screen_fail_information_quality,9,established,needs_external_cofinance,A-grant B,0,0,,35,72,16925456.0,Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory)
ipcc_0078,Implement green roofs and walls,high,high,BR PES,Petrópolis,3303906,RJ,n.d.,credit_screen_unknown,11,extensive,needs_external_cofinance,A-grant B E,3,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$11.0M); Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Petrópolis (R$13.8M); Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Petropolis (R$50.0M),0,72,16925456.0,Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
ipcc_0078,Implement green roofs and walls,high,high,BR FOR,Fortaleza,2304400,CE,B+,credit_screen_pass,11,extensive,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,"Novo PAC 2025 — Prevenção a Desastres (drenagem): Novo PAC 2025 drenagem — Municipio De Fortaleza (R$103.3M); COFIEX — BIRD: Promoção da Sustentabilidade Urbana, Ambiental e Fiscal de Fortaleza (R$194.8M)",0,72,16925456.0,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0078,Implement green roofs and walls,high,high,BR CME,Camaragibe,2603454,PE,A+,credit_screen_pass,8,established,own_budget_or_credit_feasible,A-grant A-credit C B E,2,0,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Camaragibe (R$7.4M); COFIEX — CAF: Desenvolvimento e Mobilidade Urbana de Camaragibe (R$50.0M),0,72,16925456.0,"MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Fundo Amazônia grant window (city mostly as enabler via state/OSC; direct municipal grants are rare: 7 of 146) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0083,Plan strategic coastal retreat for vulnerable communities,high,medium,BR CXL,Caxias do Sul,4305108,RS,A+,credit_screen_pass,9,established,own_budget_or_credit_feasible,A-grant A-credit C B E,1,1,Novo PAC 2025 — Prevenção a Desastres (encostas): Novo PAC 2025 encostas — Caxias Do Sul (R$1.2M),19,320,22859423.0,"Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | MDB operation via COFIEX (Union guarantee open at this CAPAG; climate precedents: Palmas, Fortaleza, Joinville) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency"
ipcc_0083,Plan strategic coastal retreat for vulnerable communities,high,medium,BR MGE,Maranguape,2307700,CE,C,credit_screen_fail_fiscal,9,established,needs_external_cofinance,A-grant B E,0,0,,11,320,22859423.0,Novo PAC Prevenção a Desastres (OGU grant arm / FGTS financing; city can formulate directly) | Route A grant arm (adaptation windows favour vulnerability; fund-level matching pending inventory) | MIDR/Sedec civil-defence transfers on declared emergency
