src_action_id,publisher_id,action_name,action_type,description,investment_cost,implementation_timeline,subsector_number,gpc_reference_number,emissions_impact_text,emissions_impact_numeric,cobenefits,action_role,intervention_type,outcome_summary,intervention_summary,generation_method,priority_or_paradigm,sector_names
CONS_0176,ssg,Improve water treatment and distribution efficiency,mitigation,"Water (and wastewater) treatment are often the single largest consumers of energy within the portfolio of a city’s corporately owned facilities. At the same time, they are often older than other more public-facing which means they use older, less efficient technologies and approaches than are now available. 

Water treatment technologies that should be considered for upgrades include pumps both within treatment faciliities and throughout the distribution network: 
- Motors for fans and pumps can be replaced with variable speed models that automatically adjust the intensity with which they operate (and so also the power consumed) based on what’s required. 
- Water distribution can reduce the need for pumps if it can take advantage of gravity. Treatment facilities and water storage that is located above the water’s destinations can simply flow down rather than requiring pumping.

The specific changes required will vary by facility and require detailed, engineering-level analyses. For SSG’s community modelling, we can generally use simple expressions of improvements such as, “Overall efficiency of water treatment is improved by 5% by 2035.” If we are developing a plan for a water utility, we will want to be more specific and work with staff to identify where the best opportunities exist for improvements.",,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0177,ssg,Decrease water volumes delivered through plumbing fixtures to meet rather than exceed requirements,mitigation,,,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0178,ssg,Decrease use of treated fresh water through changes in behaviour and processes,mitigation,"Baseline Water Consumption
According to World Health Organization, between 50 and 100 litres of clean water are required per person per day to ensure that basic needs are met and few health problems arise. 
By contrast: 
- In Canada in 2023, residential water use per person was 223 litres, up 8% from the previous year. Total per capita water use - including residential, industrial, commercial and other water use - in 2019 was 411 litres. 
- In the U.S. average per capita water consumption in 2024 was 310 litres (82 gallons) / day according to the EPA. 
- In Chile, average per capita water use is 196 litres daily. 
- The global average per capita daily water consumption is 157 litres daily.
Energy Consumption, Costs and Emissions
The treatment and pumping of fresh water to residents of cities and towns require large amounts of electricity, and this constitutes significant ongoing operational cost for municipalities or counties. Emissions from water treatment come from the generation of electricity consumed to pump and treat the water. So reducing these emissions requires switching to zero-emissions electricity generation. It also requires reducing the total energy consumption, to ensure there is enough electricity available to meet all our needs especially as we electrify transportation, building heating, etc.
Current Approach
For years, fresh water has been viewed as a virtually limitless commodity. As a result, our water distribution systems encourage us to use highly-treated water that meets ‘drinking quality’ standards for virtually any use. A single source provides water to our taps for drinking, to our toilets, to our garden hoses, to our fire hydrants and car washes, and to our industrial cooling towers. All of this water is treated to a drinking level standard even though just over half of it is used for drinking (based on the Canadian figures provided above). This means that almost half of this water is over-treated relative to the purposes for which it will be used. This in turn means we are using more energy and incurring more costs than we need to. 
This is further complicated by changing infrastructure quality and efficiency:
- Urban water distribution networks have been built up over time, and most of these systems experience leakage to varying extents. Because this infrastructure is difficult to access (and often in the worst condition in the oldest parts of a city, where it is also generally most difficult to access), this leakage can result in significant losses of treated water. For example, Halifax Water, in the capital of Nova Scotia, Canada, estimates that it loses approximately 40% of all of the water it treats to leaks. 
- Pumps have become much more efficient since many water treatment utilities were constructed in urban centres in North and South America. However, most water treatment facilities still use at least some old, inefficient pumps, dramatically increasing their total energy consumption and costs.

In addition, growing populations in urban communities are increasing the need for water, further increasing demand from treatment facilities that were designed to meet much smaller needs. Providers that continue to use the traditional approaches to water treatment and distribution find themselves constantly having to plan for expansion while also maintaining their existing, expensive and inefficient facilities.
Solutions
Fortunately there are many ways in which energy consumption and resulting emissions generation can be reduced in water treatment facilities. Here are some of the key ones (more details are provided in thenassociated child actions):
1. Demand-side management (DSM), from tap aerators to low flow toilets;
2. Replacing pumps with new, more efficient models;
3. Adding renewable energy generation such as solar panels and wind turbines to water treatment facilities to reduce emissions from the power consumed at the site;
4. Adding hydro generators and battery storage to distribution network, particular in areas where gravity moves the water through the piping;
5. Using heat exchange within a facility, through geothermal piping, with neighbouring buildings, and even with sewer pipes to keep water from freezing in cold seasons and climates;
6. Limiting the uses of fully treated water and providing lower qualities of water to (for example) golf courses for irrigation and car washes;
7. Requiring the use of rainwater for watering residential landscaping, encouraging landscaping that requires little water, and discouraging the planting of lawns;
8. Detecting and repairing leaks throughout the distribution network.",,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0179,ssg,Repair leaks in water distribution networks to reduce loss of treated water,mitigation,,,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0180,ssg,"Use grey water, rainwater, or untreated water wherever possible",mitigation,"Water should be categorized based on its quality where the best quality is suitable for human consumption, whereas lower levels could include water that is:
- clean enough to wash clothes or dishes (for example) but not clean enough to drink or use in food;
- adequate for watering gardens and crops without introducing harmful bacteria into foods;
- suitable for flushing toilets or some showers;
- suitable for watering lawns and plants not to be consumed but in a landscaping setting where odors and other aesthetic qualities should be maintained;
- suitable for washing vehicles, buildings and other outdoor infrastructure;
- suitable for cooling indoor spaces, industrial towers and data centre computing equipment, where the water is used for heat exchange within a closed system.

These different levels of water quality can be achieved by:
a) acquiring the water from a variety of sources including traditional reservoirs, natural water bodies, and groundwater as well as rainwater, stormwater, greywater, and wastewater (from which recycled water can be produced); and then,
b) treating the water only as much as is required to produce the quality required for the desired end use; and finally
c) providing the different categories of water separate from each other through dedicated, clearly labelled infrastructure that delivers appropriate water quality to consumers and end uses.",,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0181,ssg,Increase fresh water storage,mitigation,,,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,"1. Avoid,3. Replace (or switch)",water_use
CONS_0182,ssg,Recycle grey and black (i.e. wastewater or sewage) into drinking water,mitigation,"Wastewater from our sewers can be treated sufficiently to return it to a drinking water quality. This is increasingly being done in areas like California and Israel, where droughts are persisting or water shortages are becoming critical as populations grow. Doing so reduces the amount of fresh water drawn from natural sources, prolonging global water availability, while also providing opportunities for heat to be extracted from wastewater, and for the 'sludge' to be used as fuel for heating, industrial uses, or electricity generation.

In many locations, wastewater that has been treated to a reusable standard (whether it's to a drinking water level or lower) is transported in purple pipes that can be seen for example, above ground, providing water to golf courses. As a result, this action is often referred to as 'purple pipes'.",,,III,"[""III.1.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,waste
CONS_0183,ssg,"Re-introduce animal species such as beavers, that protect and increase natural water sources.",mitigation,,,,V,"[""V.1"", ""V.2""]",,,,intervention,,,,expert_reviewed,1. Avoid,afolu
CONS_0184,ssg,Plant trees beside rivers,mitigation,"Planting trees increases carbon sequestration within the trees; however this action focuses specifically on planting trees beside rivers, as a way to protect sources of freshwater. This action is beneficial even if the river itself is not directly drawn from for water consumption. The trees:
- increase shade over the river, decreasing evaporation of fresh water;
- create large root systems below the river which slow water flow, turbidity and river bed erosion during storm events. 

This also provides better habitat for river-dwelling and riparian animals, contributing to increased biodiversity.",,,V,"[""V.1"", ""V.2""]",,,,intervention,,,,expert_reviewed,1. Avoid,afolu
CONS_0185,ssg,"Increase vegetation (native, resilient trees and plants), and maintain them using practices that increase carbon sequestered in soils and vegetation",mitigation,"Action Description
This action refers to planting trees or other types of vegetation to increase the total amount of carbon being drawn out of the air and incorporated into plant growth. 
Background
Natural carbon sequestration is another name for the basic process plants use to grow. Trees, shrubs and grasses all take gaseous carbon from the air and transform it into the solid form of more tree, more shrub and more grass.  However quantifying natural sequestration is complicated. The amount of carbon sequestered depends on the following (and many other considerations):
- The species of tree or plant, 
- The suitability of the tree or plant for the plant hardiness zone in which they're planted,
- The amount of sunlight and moisture level the tree or plant receives in the specific location in which they're planted,
- The presence of pests and diseases that will make the tree or plant less healthy, and
- Maintenance of healthy living conditions over time.
The amount of carbon sequestered varies significantly based on where you are on the planet. In general, trees that grow in humid climates nearer to the equator will sequester much more carbon over their lifetimes than trees that are native to regions further from the equator. 
Implications for the actions we model
This has implications that we see in our modelling. For example, in the baseline year of our climate action plan for the Central Midlands Council of Govts in South Carolina, we discovered that in 2022, vegetation sequestered 32% of their total (Basic+) emissions. That's 4.2 Megatonnes of CO2e sequestered annually, which is much more than what we would see in the same sized area anywhere in Canada. And that's because of the types of trees growing in SC, the length of their growing season, the absence of a harsh winter, etc.        
As a result, we realized that in regions like South Carolina, we can lean more on tree planting, and restoration of former forests in our climate action plans, than we would in many other climates. So we modelled two ambitious actions for CMCOG, one for tree planting and one for forest restoration, and we also constrained the expansion of community boundaries throughout the region. These actions together will eliminate over 35 Megatonnes of CO2e between 2025 and 2050, in this region. The same number of trees planted in Canada would achieve a much smaller reduction.  

In general....
In most of the communities we work with, in less tropical regions of the Americas, tree planting can achieve only a small fraction of what occurs in South Carolina. So although many people would love to think we can plant our way out of the climate crisis, that is not possible. However, in these other regions, tree planting should still be included in order to reduce emissions and energy consumption, but also with a significant emphasis on improving tree cover to reduce outdoor heat, improving and restoring biodiversity, reducing air pollution, and absorbing and diverting stormwater.
What about tree planting as a way of offsetting our emissions?
Important details:
1. The concept of ‘additionality’ is fundamental to the credibility of this action, and means that in order for planting trees to count as a climate action (whether to reduce a community’s own emissions or to sell as carbon credits or offsets), the trees included must be ‘in addition’ to what would been present in a ‘business-as-usual’ situation. For example, a reduction in emissions can be claimed for planting trees that would not otherwise have been planted. A reduction can also be claimed for trees are allowed to continue growing that would otherwise have been logged.  However, a reduction cannot be claimed, nor can carbon credits be sold for not harvesting trees that wouldn’t or couldn’t have been harvested anyways because for example, they were on steep slopes or along the edges of highways where logging would be unsightly. 
2. In order for trees to absorb the emissions claimed in emissions inventories or sold as carbon credits, they must survive and be kept healthy for years. This means the trees chosen must be: 
- Hardy in the zone in which they are being planted, 
- Tolerant of the moisture or dryness they will experience in the location, 
- Reasonably resistant to pests, fungi and diseases they may be attacked by in the location,
- Tolerant of urban pollution if planted in an urban setting, 
- Kept healthy, watered and undamaged while establishing roots, and growing.
Related Assumptions:
- Each tree must have a minimum canopy value of 236 sq. ft, which is at least a 20 ft canopy at maturity. Source: https://www.snwa.com/rebates/wsl/terms-tree-enhancement.html",,,V,"[""V.1"", ""V.2""]",,,,intervention,,,,expert_reviewed,4. Remove,afolu
CONS_0186,ssg,Purchase offsets for emissions that cannot currently be eliminated,mitigation,"Purchasing offsets should only be considered appropriate for consideration for local residual emissions - that is, emissions for which the entity is responsible but that cannot currently be eliminated. Some believe that not being able to afford to eliminate them is a valid reason to purchase offsets. Others find innovative ways to fund the unaffordable. This is where judgement comes in. Always advise a client that this is the international 'best practice' - to only use these for emissions that cannot be eliminated, to continually look for ways to eliminate the residuals, and then to stop using offsets as soon as a way to eliminate them is found. 

When purchased, offsets should be purchased from credible source such as goldstandard.org or offset.climateneutralnow.org. 

Another alternative is to develop an internal offset program that reinvests locally to reduce emissions.",,,I,"[""I.6.1"", ""I.6.2"", ""I.6.3""]",,,,intervention,,,,expert_reviewed,5. Offset,cross_sector
CONS_0187,ssg,Reduce IPPU emissions from cement manufacturing by accepting 'weaker' strengths of concrete where appropriate.,mitigation,"Industrial product and process use emissions are those that are generated not as a result of the type of energy being used, but because of another chemical reaction or a product being used within the manufacturing process. 
- Changing our cement strength standards to use cements that are strong enough for each particular job, rather than requiring a single, very strong concrete for all jobs. (Currently in N. America, we often require just a single standard of strength for all jobs. However,  in reality, a concrete sidewalk does not require as much strength as a supporting structure in a high-rise building.) Manufacturing lower strengths of cement in particular ways, can produce less emissions per unit of cement manufactured. Cities can encourage a greater variety of cement strengths by building these standards into their municipal and community building standards.",,,IV,"[""IV.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,ippu
CONS_0188,ssg,Reduce IPPU emissions from cement manufacturing,mitigation,"Industrial product and process use emissions are those that are generated not as a result of the type of energy being used, but because of another chemical reaction or a product being used within the manufacturing process. 
Cement Manufacturing: 
Traditional cement manufacturing involves converting limestone to lime, which is the primary reactive ingredient in cement clinker. This conversion releases CO2 as a byproduct. In fact, up to 2/3 of all emissions from cement manufacturing come from this chemical reaction. (The remaining third comes from burning fossil fuels to achieve temperatures of up to 1,500 degrees Celsius to cause this reaction to occur. These are the energy portion of cement manufacturing's emissions, which are dealt with in another action.) 
The main alternatives to decarbonizing the IPPU emissions from the cement industry presently (2026) are: 
- Changing our cement strength standards to use cements that are strong enough for each particular job, rather than requiring a single, very strong concrete for all jobs. (Currently in N. America, we often require just a single standard of strength for all jobs. However, in reality, a concrete sidewalk does not require as much strength as a supporting structure in a high-rise building.) Manufacturing lower strengths of cement in particular ways, can produce less emissions per unit of cement manufactured. Cities can encourage a greater variety of cement strengths by building these standards into their municipal and community building standards.
- To replace the clinker used in cement by using supplementary cementitious materials, such as calcine clay. 
- Carbon capture and utilization or storage may be appropriate for cement kiln process emissions.",,,IV,"[""IV.1""]",,,,intervention,,,,expert_reviewed,3. Replace (or switch),ippu
CONS_0189,ssg,Mandate methane reduction from oil refineries,mitigation,"Passing regulations simply requiring oil refineries to reduce their emissions by a certain percentage annually, and leaving it up to them to determine how has been successful in a number of communities.	We have modelled this for Regina, Saskatchewan.",,,IV,"[""IV.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,ippu
CONS_0190,ssg,Use grey water or recycled water rather than fresh water for industrial cooling,mitigation,"A significant amount of energy is require to treat water to a drinking water standard even though this water ends up being used for purposes that would be as well served by a lower quality of water requiring less treatment. Increasingly, industrial facilities with cooling towers or equipment that requires cooling, are using wastewater for this purpose. Alberta oil sands operators have been doing this for decades.",,,III,"[""III.4.1""]",,,,intervention,,,,expert_reviewed,2. Reduce,water_use
CONS_0191,ssg,Decarbonize the energy used in concrete and steel manufacturing,mitigation,"A number of technologies are being used and more are in the pre-commercial stages of development for concrete and steel manufacturing. These include:
1. Using electric arc furnaces to produce steel.
2. Using hydrogen for processes requiring high temperatures.
3. Using electricity in processes that produce different chemical reactions  than traditional steel manufacturing.
4. Batteries are being developed that can produce 1,500 - 1,800 degree Celsius heat. (Antora Energy, Rondo Energy)",,,I,"[""I.1.1"", ""I.1.2"", ""I.1.3""]",,,,intervention,,,,expert_reviewed,3. Replace (or switch),stationary_energy
CONS_0192,ssg,Reduce IPPU emissions from steel production,mitigation,"Proportion of global emissions:
Steel manufacturing globally makes up 7-10% of emissions. (https://www.marketplace.org/2022/03/21/the-eu-has-sworn-off-russian-steel-that-could-be-bad-news-for-the-environment/) 

Sources
The traditional approach to producing steel produces emissions from two major sources:
Source 1. 
The chemical reaction between coal and iron oxide, which produces iron and CO2. This action addresses this first source of emissions. 
Source 2. 
The combustion of fossil fuels to generate high enough temperatures for the necessary chemical reactions and to make the steel pliable so it can be rolled, cast or molded. This second source is addressed by actions related to decarbonizing the energy used in industrial processes, which is discussed in other actions. Note however, that electricity is not generally believed to be able to get a furnace hot enough to catalyze this reaction. Green hydrogen and renewable natural gas can be burned to provide the temperatures required. Generally we consider steel-making a good use of green hydrogen, because there are no well-established/ proven-at-scale alternative solutions at this time (2024).  We also sometimes advocate for renewable natural gas to be used for this purpose, at least as a temporary measure until a better solution is found.
Addressing the first source of emissions: 
Background: 
Steel is more than 95% iron, and the rest is carbon. In nature, iron generally exists as iron oxide. To purify it into high quality steel, the bond between the iron and oxygen needs to be broken and the oxygen needs to bond with something else. This is traditionally done by adding coal (carbon) into a furnace with the iron ore and heating both to a very high temperature at which the oxygen - iron bond breaks, much purer iron is left and the oxygen bonds with carbon instead and to produce carbon dioxide. This type of steel production therefore produces CO2 firstly from this chemical reaction. It also produces emissions by burning fossil fuels to achieve the very high temperatures required for this chemical process to occur. The result is that for every tonne of steel produced this way, approximately 2 tonnes of CO2e are released into the atmosphere. 
Solution 1: 
Make greater use of scrap steel and steel slag, reducing the need to purify more iron to create steel products. (See TataSteel case studies.) This approach aligns with the 'Avoid' principal, making it a very efficient way to directly reduce emissions. The amount of emissions that can be eliminated in this way will vary. A 2022 University of Michigan study suggests that by 2050, up to 80% of steel manufacturing could be replaced by reusing steel and by using scrap steel. 
Solution 2: 
Use molten oxide electrolysis to break the iron- oxygen bond rather than carbon. This is an electricity-based technology which, when using green electricity eliminates both types of emissions from the traditional steel-making process. Their technology is scheduled to become a commercially available  in 2025. (See the Bolting Steel (https://www.bostonmetal.com/) case study.) If you are going to model this, don't start using the technology for 5-8 years to allow the system to become proven. 

Further research:
We need a better understanding of which source of emissions is addressed by reducing the use of coke and replacing it with green hydrogen. (That doesn't sound right to me. I think coke has to do with the chemical reaction and H2 has to do with the energy source.) We also need to understand how much electric arc furnaces can achieve, if anything. And we need a better understanding of how much each of these changes can achieve.",,,IV,"[""IV.1""]",,,,intervention,,,,expert_reviewed,1. Avoid,ippu
CONS_0193,ssg,Reduce demand for long-distance shipping,mitigation,,,,VI,"[""VI""]",,,,intervention,,,,expert_reviewed,1. Avoid,scope_3
CONS_0194,ssg,Decrease high-carbon intensity foods at high-volume cafeterias,mitigation,"Livestock farming is estimated to produced 14.5% of global greenhouse gas emissions. This comes from methane from animal digestion, nitrous oxide from manure, and carbon dioxide from land use changes for grazing and feed production. 
These are scope 3, or consumption-based emissions rather than direct emissions. So reducing these emissions cannot be reflected in a 'direct emissions inventory' like the standard GPC inventory we produce. However due to the fact that livestock farming produces such a large amount of global emissions, this is an important measure. Clients who are interested in including more of these scope 3 emissions should be encouraged to focus on opportunities like the following, which was calculated for CMCOG: 

- In a context in which 500,000 meals are served at schools, universities, hospitals and other institutions each week, implement a one-day a week (20% reduction) change to meat-free meals for all of these locations, for every year of the LCS scenario.
The calculation and assumptions used for CMCOG was as follows:
1. For every pound of meat avoided in meals, 6.514 kg CO2e are avoided. (Source: Goldstein, B.P., Pelton, R.E.O., Gounaridis, D. et al. ""The carbon hoofprint of cities is shaped by geography and production in the livestock supply chain."" Nat. Clim. Chang. 15, 1190–1197 (2025). https://doi.org/10.1038/s41558-025-02450-7
2. Currently, one week of meals at these locations serve 0.75 lbs of meat. (Source: K-12 students in the U.S. are currently served 0.75 lbs of meat per week. https://www.fns.usda.gov/school-meals/nutrition-standards/nslp-meal-pattern 
3. Therefore, estimated GHG impact = 
           (52*100000)meals/yr*0.125lbs meat/meal *6.514kg CO2e/lb meat =         
            4.2341e6 kg / year >> 4,234metric tons CO2e / year",,,VI,"[""VI""]",,,,intervention,,,,expert_reviewed,1. Avoid,scope_3
CONS_0195,ssg,Reduce scope 3 emissions resulting from high emissions procurement practices.,mitigation,"This action encompasses a number of specific actions a corporate or city client can take to reduce the emissions required to make or transport items and services they procure.  Establishing policies to buy locally, buy recycled, and not buy one-time use products demonstrates leadership and stimulates 'zero emissions' product and service practices in the community.",,,VI,"[""VI""]",,,,intervention,,,,expert_reviewed,2. Reduce,scope_3
CONS_0196,ssg,Decarbonize ocean shipping,mitigation,"In 2021, global, maritime shipping accounted for 3% of all global emissions. Yet the International Maritime Organization (IMO) has escaped much scrutiny about emissions until 2021. It was 2025 that the first carbon credit trading system was agreed to by a majority of member countries of the IMO. This system will go into effect in 2028, and is expected to decrease maritime emissions by 8% by 2030. This is much less than is required, and is a much weaker version of the initial proposal to charge ships a levy based on their emissions, and then direct those funds to the world’s most vulnerable nations to help them adapt to climate change.",,,VI,"[""VI""]",,,,intervention,,,,expert_reviewed,1. Avoid,scope_3
