id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
206,SCF_GLOBAL_2026,Subnational Climate Fund (SCF) – Global,Pegasus Capital Advisors,private_sector,blended,global,No especificado,No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,• Fondo de inversión con equity/préstamos • Incluye asistencia técnica,2026-03-19,B4. Copy of Financiamiento PACCC.xlsx,,
207,EUROCLIMA_ALC_2026,EUROCLIMA,Comisión Europea,multilateral_agency,grant,Latin America,"national, municipal, public_agency","Stationary Energy – Energy Supply, Transportation","cross_sector, energy, transport",recurring,No especificado,No especificado,No especificado,"• Cooperación técnica y financiera • Donaciones a proyectos y políticas climáticas en América Latina y el Caribe | Financia asistencia técnica, estudios, compra de equipamiento y ejecución piloto en múltiples sectores climáticos. Postulación vía gobierno central. | • Parte de la estrategia Global Gateway • Impulsa transición verde y justa en ALC • Puede incluir MRV en gobernanza climática",2026-03-19,B4. Copy of Financiamiento PACCC.xlsx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | P1. Copy of Opciones de financiamiento para la mejora de los INGEI MRV.pptx,82,No es lo mismo
208,BID_CLIMA_MUNICIPAL_2026,Banco Interamericano de Desarrollo (BID) – préstamos y cooperaciones climáticas municipales,Banco Interamericano de Desarrollo (BID),multilateral_agency,loan,Latin America,municipal,No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,"• Préstamos soberanos o sub-soberanos • Puede incluir cooperación técnica, garantías y financiamiento basado en resultados",2026-03-19,B4. Copy of Financiamiento PACCC.xlsx,82,No es lo mismo
209,CAF_CIUDADES_VERDES_2026,Banco de Desarrollo de América Latina (CAF) – líneas verdes a ciudades,Banco de Desarrollo de América Latina y el Caribe (CAF),multilateral_agency,loan,Latin America,municipal,No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,• Préstamos soberanos y sub-soberanos • Puede incluir cooperación técnica,2026-03-19,B4. Copy of Financiamiento PACCC.xlsx,83,Son lo mismo
210,BLOOMBERG_MAYORS_CHALLENGE_GLOBAL_2026,Bloomberg Philanthropies Global Mayors Challenge,Bloomberg Philanthropies,ngo/foundation,grant,"global, Latin America",municipal,"Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,• Concurso global de innovación urbana • Premios en efectivo y asistencia técnica | Concurso con financiamiento y apoyo técnico para implementar soluciones urbanas innovadoras y escalables.,2026-03-19,B4. Copy of Financiamiento PACCC.xlsx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx,,
211,GORE_AYS_FONDOS,Fondos GORE,Gobierno Regional de Aysén,regional_government,other,Chile regional,public_agency,No especificado,cross_sector,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L1.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
212,FIN_SECTORIAL_HACIENDA_MMA,Financiamiento sectorial Hacienda y Medio Ambiente,Ministerio de Hacienda / Ministerio del Medio Ambiente,national_government,other,Chile regional,public_agency,No especificado,cross_sector,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L1.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
215,FOSIS_SUBDERE,Fondo de Solidaridad e Inversión social,SUBDERE,national_government,grant,"Chile national, Chile regional","other, community_org, ngo, private","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Variable,No especificado,ACTOR_SUBDERE,"Mencionado en Anexo 6 como posible fuente en L2.1 con la forma 'SUBDERE - Fondo de Solidaridad e Inversión social'. | Tabla 38, fondos nacionales | citado además en A11. Se mantiene denominación tal como aparece en el documento fuente.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
217,FORT_CENTROS_ANID,Fortalecimiento y Desarrollo de Centros Regionales de Desarrollo Científico y Tecnológico,ANID,national_government,grant,"Chile national, Chile regional","academia, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Duración máxima de 12 meses,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.2 y L2.3. | Tabla 38, fondos nacionales | financiamiento basal para centros regionales de I+D.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
218,PTI_CORFO,Programa Territorial Integrado,CORFO,national_government,grant,"Chile regional, Chile national",private,"Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Duración máxima de 5 años,No especificado,ACTOR_CORFO,"Mencionado en Anexo 6 como posible fuente en L2.2 y L5.1. | Tabla 38, fondos nacionales | citado además en A9 y A10 como PTI.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
219,CREDITO_VERDE_CORFO,Programa Crédito Verde,CORFO,national_government,loan,"Chile national, Chile regional",private,"Stationary Energy – Energy Supply, Stationary Energy – Industry, Waste","cross_sector, energy, waste",recurring,"Periodo máximo de 15 años, incluyendo gracia",No especificado,ACTOR_CORFO,"Mencionado en Anexo 6 como posible fuente en L2.2 y L6.1. | Tabla 38, fondos nacionales | financia proyectos de ERNC, eficiencia energética y economía circular.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,84,Son lo mismo
220,CONCURSOS_FOMENTO_INDAP,Concursos de programas de fomento,INDAP,national_government,grant,"Chile national, Chile regional","private, community_org",AFOLU,other,recurring,Variable,No especificado,ACTOR_INDAP,"Mencionado en Anexo 6 como posible fuente en L2.2. | Tabla 38, fondos nacionales | citado además en A3 y M1/I3. Incluye instrumentos como SIRSD-S, SAT y riego.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
221,FIA_MINAGRI,Fundación para la Innovación Agraria (FIA),MINAGRI,national_government,grant,"Chile national, Chile regional","private, academia, public_agency",AFOLU,other,recurring,Variable,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.2 y también como 'Fondos Fundación para la Innovación Agraria (FIA)' en L5.2. | Tabla 38, fondos nacionales | citada además en A3, A4, A5 e I3.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
222,FONCAP_SENCE,Fondo Nacional de Capacitación,SENCE,national_government,grant,"Chile national, Chile regional","other, private, community_org, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,"Variable, depende del programa",No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.2 y L3.3. | Tabla 38, fondos nacionales | citado además en A11.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
223,AQUAFUND_BID,AquaFund,BID,multilateral_agency,other,Latin America,"public_agency, private, academia, ngo, national","Waste, AFOLU","cross_sector, other",recurring,Desde 2008; variable según proyecto,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.2 con la forma 'BID - AquaFund'. | Tabla 38, fondos internacionales.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,84,Son lo mismo
224,ODS_ANID,Objetivos de Desarrollo Sostenible (ODS),ANID,national_government,grant,"Chile national, Chile regional","academia, public_agency, ngo","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Hasta 24 meses,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.3 con la forma 'ANID - Objetivos de Desarrollo Sostenible (ODS)'. | Tabla 38, fondos internacionales.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,85,Son lo mismo
227,FIPA_MINECON,Fondo de Investigación Pesquera y Acuicultura,Ministerio de Economía,national_government,grant,"Chile national, Chile regional","academia, public_agency, private",AFOLU,"cross_sector, other",recurring,Variable: permanentes y temporales,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L2.3. | Tabla 38, fondos nacionales | citado además en A11.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
228,PROGRAMAS_SECTORIALES_SUBDERE,SUBDERE,SUBDERE,national_government,other,"Chile national, Chile regional",other,Waste,waste,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente genérica en L3.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,86,Son lo mismo
229,PRESUPUESTO_MUNICIPAL,Presupuesto Municipal,Municipalidades,local_government,other,Chile comunal,municipal,Waste,"waste, cross_sector",recurring,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L3.1. | • Presupuesto de inversión y operación de la I. M. de Melipilla | • El informe consigna presupuesto 2023 municipal de $53.000 MM.,2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
230,LEY_REP,Ley REP,No especificado,other,other,Chile national,other,Waste,waste,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente/instrumento en L3.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
232,PRESUPUESTO_SECTORIAL,Presupuesto sectorial,No especificado,other,other,Chile regional,public_agency,No especificado,buildings,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L3.2.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
233,FONIS,Fondo Nacional de Investigación y Desarrollo en Salud (FONIS),FONIS,national_government,grant,Chile national,"academia, public_agency",No especificado,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L3.3.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
234,PRESUPUESTO_SECTORIAL_SALUD,Presupuesto sectorial salud,Sector salud,national_government,other,Chile regional,public_agency,No especificado,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L3.3.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
235,PRIVADOS_ENERGIA,Privados,Privados,private_sector,other,Chile regional,private,Stationary Energy – Energy Supply,energy,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,87,Son lo mismo
236,PRESUPUESTO_MINVU,Presupuesto MINVU,MINVU,national_government,other,"Chile national, Chile regional","public_agency, private",Stationary Energy – Residential Buildings,buildings,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.2.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,88,Son lo mismo
237,PRESUPUESTO_MTT,Presupuesto Ministerio de Transportes y Telecomunicaciones,Ministerio de Transportes y Telecomunicaciones,national_government,other,Chile regional,public_agency,Transportation,transport,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.3.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,89,Son lo mismo
238,PRESUPUESTO_MOP,Presupuesto MOP,MOP,national_government,other,Chile regional,public_agency,Transportation,transport,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.3.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,90,Son lo mismo
239,COFIN_PRIVADO,Cofinanciamiento privado,Privados,private_sector,other,Chile regional,private,"Transportation, Stationary Energy – Residential Buildings",cross_sector,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.3 y L4.4.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,91,Son lo mismo
240,PRESUPUESTO_MMA,Presupuesto Ministerio del Medio Ambiente,MMA,national_government,other,Chile regional,public_agency,Stationary Energy – Residential Buildings,buildings,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.4.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
241,FIN_INT_ENERGIA_DISTRITAL,Financiamiento internacional para proyectos de energía distrital,No especificado,other,other,other,No especificado,Stationary Energy – Energy Supply,energy,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L4.4.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
242,APL_ASCC_CORFO,Fondos en materia de Acuerdos Voluntarios y Fondos de Producción Limpia,ASCC/CORFO,national_government,grant,"Chile national, Chile regional","private, public_agency","AFOLU, Stationary Energy – Industry, Waste","other, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"Mencionado en Anexo 6 como posible fuente en L5.1 y L7.1 | en L7.1 aparece con la forma 'ASCC - CORFO - Fondos en materia de Acuerdos Voluntarios y Fondos de Producción Limpia'. | Tabla 38, fondos nacionales | incluye instrumentos como PROFO, PDP, Nodos y PDT.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
243,MAS_VALOR_TURISTICO,Concursos Más Valor Turístico,No especificado,other,grant,No especificado,private,No especificado,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L5.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,92,Son lo mismo
244,MUJER_EMPRENDEDORA_TURISTICA,Mujer Emprendedora Turística,No especificado,other,grant,No especificado,private,No especificado,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L5.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,93,Son lo mismo
245,FIN_PRIV_EMPRENDEDORES,Financiamiento privado a emprendedores,Privados,private_sector,other,Chile regional,private,No especificado,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L5.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,,
246,PROGRAMAS_INDAP,Fondos y programas Instituto de Desarrollo Agropecuario (INDAP),INDAP,national_government,other,"Chile national, Chile regional",private,AFOLU,other,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L5.2.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,94,Son lo mismo
247,ACTIVIDAD_SUSTENTABLE_INDESPA,Fondos para la actividad productiva sustentable de pesca artesanal,INDESPA,national_government,grant,"Chile national, Chile regional","private, community_org",AFOLU,other,recurring,Variable,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L6.1. | Tabla 38, fondos nacionales | apoyo a pesca artesanal y acuicultura de pequeña escala.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,68,Son lo mismo
248,FONDO_FOMENTO_PESCA_ARTESANAL,Fondo de Fomento para la Pesca Artesanal,Ministerio de Economía,national_government,grant,"Chile national, Chile regional","private, community_org",AFOLU,other,recurring,No especificado,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L6.1. | Tabla 38, fondos nacionales | citado además en A11.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
249,LEY_20283_CONAF,Ley de Bosque Nativo 20.283,CONAF,national_government,grant,"Chile national, Chile regional","private, public_agency",AFOLU,other,recurring,Dos años desde la adjudicación,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L7.1. | Tabla 38, fondos nacionales | bonificación para protección, recuperación y manejo de bosque nativo.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,95,Son lo mismo
250,BIO_CARBON_FUND_BM,Bio Carbon Fund,Banco Mundial,multilateral_agency,other,global,"national, public_agency",AFOLU,other,recurring,Vigente desde 2013,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L7.1. | Tabla 38, fondos internacionales. | Tiene como objetivo captar créditos generados por reducción de emisiones producidos por proyectos.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,,
251,FCPF_BM,Forest Carbon Partnership Facility,Banco Mundial,multilateral_agency,other,global,"national, public_agency",AFOLU,other,recurring,"Variable, depende del proyecto",No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L7.1. | Tabla 38, fondos internacionales. | Apoya REDD+ para reducir emisiones por deforestación y degradación, conservar reservas de carbono y mejorar manejo sostenible de bosques.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,96,Son lo mismo
253,UN_REDD_PNUD,Programa UN-REDD,PNUD,multilateral_agency,other,global,national,AFOLU,other,recurring,Vigente desde 2008,No especificado,No especificado,"Mencionado en Anexo 6 como posible fuente en L7.1. | Tabla 38, fondos internacionales.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I6. (Listo) Copy of Propuesta PARCC .docx,,
254,PREMIR,Programa Prevención y Mitigación de Riesgos (PREMIR),PREMIR,national_government,grant,"Chile regional, Chile national, Chile comunal","public_agency, municipal","Stationary Energy – Commercial/Public Buildings, Transportation, Waste, AFOLU, Stationary Energy",cross_sector,recurring,No especificado,No especificado,ACTOR_SUBDERE,"Mencionado en Anexo 6 como posible fuente en L8.1 y L8.2. | • Estudios, planes y actividades para prevenir y mitigar riesgos | • dirigido a municipios y asociaciones de municipios | • para 2023 la glosa indica transferencia a SENAPRED | • verificar glosa y guía operativa | Apoya prevención, mitigación, preparación de respuesta y recuperación frente a emergencias y catástrofes.",2026-03-19,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | G1. Copy of Guia-PACCC.pdf | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,,
255,PRESUP_REG_MININTERIOR,Presupuestos regionales y del ministerio del interior,Gobierno Regional / Ministerio del Interior,other,other,Chile regional,public_agency,No especificado,cross_sector,No especificado,No especificado,No especificado,No especificado,Mencionado en Anexo 6 como posible fuente en L8.1.,No especificado,I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6,97,Son lo mismo
257,FRIL_SUBDERE,Fondo regional de iniciativa local (FRIL),SUBDERE,national_government,grant,"Chile regional, Chile comunal","municipal, public_agency","Stationary Energy – Commercial/Public Buildings, AFOLU, Waste, Transportation","buildings, cross_sector, other, transport",recurring,Vigencia de dos años,https://www.gobiernosantiago.cl/instrumentos-de-inversion-regional/,ACTOR_SUBDERE,"Mencionado en Anexo 6 como posible fuente en L8.2. | Mencionado en cap. 6 (Tabla 13) y Anexo 8.4 para infraestructura comunitaria, espacio público y drenaje. | Mencionado en cap. 6 para soluciones de sombra y arborización de CS 2.3.5. | Tabla 38, fondos locales | citado además en A4 y A5. | Financia infraestructura local vía transferencias Subt. 33. Usos citados: sombreaderos, pavimentos permeables, drenaje urbano menor y recambio de luminarias LED. | • Infraestructura menor | • servicios básicos, infraestructura vial y espacios públicos | • cada Gobierno Regional define procedimiento y prioridades | • monto máximo 2.500 UTM | Financia proyectos de infraestructura comunal para mejorar calidad de vida | la guía destaca servicios básicos, vialidad, habilitación de servicios públicos y equipamiento comunitario. | p. 20 | listado bajo transferencias de capital desde el Gobierno Regional",2026-03-19,"I1. PARCC Aysén Informe final_12 06 2023.pdf - Anexo 6 | I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx | I6. (Listo) Copy of Propuesta PARCC .docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | G1. Copy of Guia-PACCC.pdf | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf | G3. Copy of FINANCIAMIENTO-CLIMATICO.pdf, p. 20 :contentReference[oaicite:58]{index=58} | estructura: Funding Database (Vocabulary).docx :contentReference[oaicite:59]{index=59}",,
259,PMU_EMERGENCIA_SUBDERE,PMU Emergencia de SUBDERE,SUBDERE,national_government,grant,"Chile comunal, Chile regional",municipal,"Stationary Energy – Commercial/Public Buildings, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_SUBDERE,Mencionado en Anexo 8.4 como apoyo para medidas de emergencias climáticas e infraestructura comunitaria.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx,,
262,FNDR_8_AMBIENTAL_GORE_ANTOFAGASTA,FNDR - 8% Ambiental,Gobierno Regional de Antofagasta,regional_government,grant,Chile regional,"community_org, municipal, ngo","Waste, AFOLU","cross_sector, other",recurring,No especificado,No especificado,No especificado,"Mencionado en cap. 6 (Tabla 13) para educación comunitaria, arborización y mantención asociada a sombra urbana. | Mencionado en cap. 6 para educación comunitaria, arborización y mantención asociada a CS 2.3.5.",2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,93,Son lo mismo
263,ESPACIOS_PUBLICOS_MINVU,Programa de Espacios Públicos,Ministerio de Vivienda y Urbanismo (MINVU),national_government,grant,"Chile national, Chile regional, Chile nacional, Chile comunal","municipal, public_agency","AFOLU, Stationary Energy – Commercial/Public Buildings, Transportation","other, buildings, transport",recurring,No especificado,No especificado,No especificado,"Mencionado en cap. 6 (Tabla 13) para estudios, obras y equipamiento de espacios públicos. | Mencionado en cap. 6 para obras y equipamiento de sombra en espacios públicos de CS 2.3.5. | Financia recuperación y construcción de espacios públicos urbanos. Usos citados: iluminación, mobiliario urbano, áreas verdes y soluciones de aguas lluvias. | Permite construir obras barriales como circulaciones, áreas verdes, equipamiento comunitario y deportivo, y obras complementarias.",2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx,90,Son lo mismo
265,ARBORIZACION_CONAF,Programa de Arborización,Corporación Nacional Forestal (CONAF),national_government,grant,"Chile national, Chile regional","municipal, community_org, public_agency",AFOLU,other,recurring,No especificado,No especificado,No especificado,Mencionado en cap. 6 (Tabla 13) para entrega de árboles y apoyo a sombra natural/corredores verdes. | Mencionado en cap. 6 para provisión de árboles en CS 2.3.5.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,98,Son lo mismo
266,LEY_21440_DONACIONES_SOCIALES,Ley 21.440 (donaciones sociales),Empresas Locales,private_sector,grant,"Chile national, Chile comunal, Chile regional","municipal, ngo, community_org",AFOLU,other,recurring,No especificado,No especificado,No especificado,Mencionada en cap. 6 (Tabla 13) para donaciones sociales de empresas locales asociadas a áreas verdes y mantención. | Mencionado en cap. 6 como fuente de CAPEX y OPEX para CS 2.3.5.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,4,Son lo mismo
267,MI_PARQUE_AREA_VERDE,Fundación Mi Parque. Postulación a nueva área verde,Fundación Mi Parque,ngo/foundation,grant,Chile national,"municipal, community_org",AFOLU,other,recurring,No especificado,No especificado,No especificado,Mencionada en cap. 6 (Tabla 13) para construcción de áreas verdes y en vinculación de subacciones.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx,99,Son lo mismo
268,TECHOS_SOLARES_PUBLICOS_ESCO,Programa Techos Solares Públicos 2.0 (vía ESCO),Subsecretaría de Energía,national_government,blended,Chile national,"municipal, public_agency","Stationary Energy – Commercial/Public Buildings, Stationary Energy – Energy Supply","energy, buildings",recurring,No especificado,No especificado,No especificado,Mencionado en cap. 6 (Tabla 16) para techos solares en edificios públicos municipales. | Mencionado en cap. 6 para EIE 4.1.4 y referenciado en cap. 7 para techos solares en establecimientos públicos.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,100,Son lo mismo
269,FIGEM_SUBDERE,Fondo de Incentivo al Mejoramiento de la Gestión Municipal,SUBDERE,national_government,grant,"Chile national, Chile comunal",municipal,"Transportation, Stationary Energy – Commercial/Public Buildings","transport, buildings, cross_sector",recurring,No aplica,No especificado,ACTOR_SUBDERE,"Mencionado en cap. 6 (Tabla 19) y Tabla 20 como FIGEM para electrificación de la flota municipal. | • Iniciativas de inversión, activos no financieros y transferencias de capital | • incluye Programa de Pavimentos Participativos | • asignación por tipologías y puntajes comunales | • a este fondo no se postula | p. 20 | listado bajo transferencias de capital con aporte fiscal",2026-03-19,"I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx | G1. Copy of Guia-PACCC.pdf | G3. Copy of FINANCIAMIENTO-CLIMATICO.pdf, p. 20 :contentReference[oaicite:48]{index=48} | estructura: Funding Database (Vocabulary).docx :contentReference[oaicite:49]{index=49}",101,Son lo mismo
271,BECAS_LABORALES_SENCE,Becas Laborales de SENCE,SENCE,national_government,grant,"Chile national, Chile regional",other,"Transportation, Waste, AFOLU, Stationary Energy – Commercial/Public Buildings",cross_sector,recurring,No especificado,No especificado,No especificado,Mencionadas en Anexo 8.4 para formación en empleos verdes y oficios circulares.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx,102,Son lo mismo
272,HUELLACHILE_MMA,HuellaChile,Ministerio del Medio Ambiente,national_government,technical_assistance,Chile national,"municipal, public_agency, private","Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_MMA,Mencionado en Anexo 8.4 como apoyo para inventario comunal de GEI y seguimiento de mitigación.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx,103,Son lo mismo
273,CASA_SOLAR_SOCIAL,Casa Solar Social,Gobierno Regional de Antofagasta,regional_government,grant,Chile regional,other,Stationary Energy – Residential Buildings,"energy, buildings",recurring,No especificado,No especificado,No especificado,Mencionado en Anexo 8.4 como iniciativa regional de techos solares en viviendas con apoyo técnico y financiamiento del Gobierno Regional y del Ministerio de Energía.,2026-03-19,I2. Copy of PACCC_Mejillones_Final_ENVIADO.docx,104,Son lo mismo
275,FNDR_GORE_COQUIMBO,Fondo Nacional de Desarrollo Regional (FNDR) - Proyectos de inversión regional,Gobierno Regional de Coquimbo,regional_government,grant,Chile regional,"public_agency, municipal","Stationary Energy – Commercial/Public Buildings, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Mencionado en cap. 6 y Anexo 8.4 para eficiencia hídrica, sombra, energía municipal, saneamiento y otras medidas.",2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,105,Son lo mismo
